Source_List,Nombre_JP,Nombre_ENG,Atributo,G-Power,Size,Weight,Rareza,URL
GundalianInvaders,若ｃ鴻祉祉眼ゃ,Ventus Blitz Dragonoid,Ventus,(840G+60G)(680G+70G),32mm,14.5g,6.0,http://bakucolle.com/archives/8467145.html
GundalianInvaders,鴻&ゃ 祉眼ゃ,Sky & Gaia Dragonoid,Pyrus,700G+680G/700G+860G,32mm,9.0g+7.5g,5.0,http://bakucolle.com/archives/8421515.html
GundalianInvaders,鴻&ゃ 祉眼ゃ,Sky & Gaia Dragonoid,Subterra,750G+780G,32mm,9.0g+7.5g,5.0,http://bakucolle.com/archives/8493344.html
GundalianInvaders,鴻&ゃ 祉眼ゃ,Sky & Gaia Dragonoid,Darkus,760G+40G,32mm,9.0g+7.5g,6.0,http://bakucolle.com/archives/14735831.html
GundalianInvaders,吾с潟祉眼ゃ,Battalix Dragonoid,Pyrus,770G,32mm,16.5g,5.0,http://bakucolle.com/archives/8426773.html
GundalianInvaders,,Dharak,Pyrus,540G,32mm,12.5g,3.0,http://bakucolle.com/archives/8424955.html
GundalianInvaders,≪≪祉,Aquos Dharak,Aquos,570G,32mm,13.0g,4.0,http://bakucolle.com/archives/8451484.html
GundalianInvaders,,Dharak,Darkus,520G/560G,32mm,12.5g,3.0,http://bakucolle.com/archives/8533060.html
GundalianInvaders,眼＜祉,Pyrus Dharak,Pyrus,700G,32mm,13.0g,5.0,http://bakucolle.com/archives/29366337.html
GundalianInvaders,眼＜祉,Pyrus Dharak,Pyrus,770G,32mm,13.5g,7.0,http://bakucolle.com/archives/29366402.html
GundalianInvaders,,Dharak,Aquos,780G,32mm,12.5g,5.0,http://bakucolle.com/archives/8451245.html
GundalianInvaders,≪≪祉,Aquos Dharak,Aquos,870G,32mm,13.0g,7.0,http://bakucolle.com/archives/6723495.html
GundalianInvaders,若ｃ鴻祉,Ventus Dharak,Ventus,700G/750G,32mm,12.5g,5.0,http://bakucolle.com/archives/25527590.html
GundalianInvaders,,Dharak,Subterra,620G,32mm,12.5g,5.0,http://bakucolle.com/archives/25147766.html
GundalianInvaders,,Dharak,Haos,640G,32mm,13.0g,6.0,http://bakucolle.com/archives/8655907.html
GundalianInvaders,,Dharak,Haos,Unknown,,,,http://bakucolle.com/archives/7682742.html
GundalianInvaders,祉,Haos Dharak,Haos,750G,32mm,13.5g,7.0,http://bakucolle.com/archives/6718904.html
GundalianInvaders,若潟祉,Darkus Dharak,Darkus,600G/610G/750G800G/810G/930G,32mm,13.5g,5.0,http://bakucolle.com/archives/8542455.html
GundalianInvaders,若潟祉,Darkus Dharak,Darkus,720G,32mm,13.5g,7.0,http://bakucolle.com/archives/8543160.html
GundalianInvaders,≪＜若ャ,Alpha Hydranoid,Darkus,Unknown,,,,http://bakucolle.com/archives/7037374.html
GundalianInvaders,,Dharak,Darkus,Unknown,32mm,13.5g,9.0,http://bakucolle.com/archives/25085319.html
GundalianInvaders,,Dharak,Clear,780G,32mm,13.0g,8.0,http://bakucolle.com/archives/15923313.html
GundalianInvaders,≪≪祉＜潟祉,Aquos Phantom Dharak,Aquos,670G+80G,32mm,14.5g,6.0,http://bakucolle.com/archives/8451618.html
GundalianInvaders,＜潟祉,Phantom Dharak,Haos,800G+50G,32mm,13.5g,6.0,http://bakucolle.com/archives/8655126.html
GundalianInvaders,若潟祉＜潟祉,Darkus Phantom Dharak,Darkus,700G+(50G)820G+(100G),32mm,14.5g,8.0,http://bakucolle.com/archives/13241994.html
GundalianInvaders,ゃ若祉,Brawlacus Dharak,Darkus,600G,32mm,14.0g,4.0,http://bakucolle.com/archives/25526067.html
GundalianInvaders,ゃ若祉,Brawlacus Dharak,Darkus,750G,32mm,14.0g,6.0,http://bakucolle.com/archives/8542883.html
GundalianInvaders,若ｃ鴻祉若帥,Ventus Hawktor,Ventus,520G/540G/560G,32mm,13.0g,3.0,http://bakucolle.com/archives/8465923.html
GundalianInvaders,若帥,Hawktor,Haos,520G,32mm,13.0g,3.0,http://bakucolle.com/archives/8653471.html
GundalianInvaders,眼＜祉若帥,Pyrus Hawktor,Pyrus,650G/780G,32mm,13.0g,5.0,http://bakucolle.com/archives/14734854.html
GundalianInvaders,≪≪祉若帥,Aquos Hawktor,Aquos,700G,32mm,12.5g,5.0,http://bakucolle.com/archives/26571836.html
GundalianInvaders,若帥,Hawktor,Ventus,650G/850G,32mm,13.5g,5.0,http://bakucolle.com/archives/8467538.html
GundalianInvaders,祉若帥,Haos Hawktor,Haos,650G/670G,32mm,13.0g,5.0,http://bakucolle.com/archives/15922235.html
GundalianInvaders,若帥,Hawktor,Darkus,800G,32mm,13.5g,5.0,http://bakucolle.com/archives/8544475.html
GundalianInvaders,若帥,Hawktor,Darkus,Unknown,32mm,14.0g,8.0,http://bakucolle.com/archives/25042250.html
GundalianInvaders,,Akwimos,Aquos,560G,32mm,14.5g,3.0,http://bakucolle.com/archives/8448233.html
GundalianInvaders,,Akwimos,Pyrus,Unknown,32mm,15.0g,6.0,http://bakucolle.com/archives/25527652.html
GundalianInvaders,≪≪祉,Aquos Akwimos,Aquos,570G/800G,32mm,15.0g,5.0,http://bakucolle.com/archives/25147892.html
GundalianInvaders,,Akwimos,Darkus,790G,32mm,14.0g,7.0,http://bakucolle.com/archives/14734510.html
GundalianInvaders,,Akwimos,Clear,800G,32mm,15.0g,7.0,http://bakucolle.com/archives/8657091.html
GundalianInvaders,潟≪,Coredem,Subterra,560G/580G,32mm,15.0g,3.0,http://bakucolle.com/archives/8491727.html
GundalianInvaders,潟≪,Coredem,Darkus,560G,32mm,14.5g,3.0,http://bakucolle.com/archives/8533495.html
GundalianInvaders,鴻鴻祉潟≪,Coredem,Darkus,560G,32mm,15.0g,3.0,http://bakucolle.com/archives/8533615.html
GundalianInvaders,潟≪,Coredem,Pyrus,610G/710G,32mm,14.5g,5.0,http://bakucolle.com/archives/8426002.html
GundalianInvaders,潟≪,Coredem,Pyrus,730G,32mm,15.0g,6.0,http://bakucolle.com/archives/8426067.html
GundalianInvaders,潟≪,Coredem,Aquos,780G,32mm,14.0g,6.0,http://bakucolle.com/archives/8452401.html
GundalianInvaders,潟≪,Coredem,Aquos,740G,32mm,15.0g,6.0,http://bakucolle.com/archives/8452500.html
GundalianInvaders,潟≪,Coredem,Ventus,640G/770G,32mm,15.0g,5.0,http://bakucolle.com/archives/25147855.html
GundalianInvaders,泣祉潟≪,Subterra Coredem,Subterra,680G/710G/750G,32mm,14.5g,5.0,http://bakucolle.com/archives/8492426.html
GundalianInvaders,ゃ若祉潟≪,Evil Coredem,Subterra,700G,32mm,14.5g,5.0,http://bakucolle.com/archives/27385237.html
GundalianInvaders,泣祉潟≪,Subterra Coredem,Subterra,750G,32mm,15.0g,6.0,http://bakucolle.com/archives/8492498.html
GundalianInvaders,潟≪,Coredem,Haos,610G/790G,32mm,15.0g,5.0,http://bakucolle.com/archives/8655044.html
GundalianInvaders,潟≪,Coredem,Darkus,680G,32mm,14.5g,6.0,http://bakucolle.com/archives/8543869.html
GundalianInvaders,潟≪,Coredem,Darkus,760G,32mm,,7.0,http://bakucolle.com/archives/6719087.html
GundalianInvaders,祉≪若,Haos Aranaut,Haos,560G/580G,32mm,15.5g,3.0,http://bakucolle.com/archives/8653626.html
GundalianInvaders,≪若,Aranaut,Pyrus,730G,32mm,15.5g,5.0,http://bakucolle.com/archives/8426898.html
GundalianInvaders,≪≪祉≪若,Aquos Aranaut,Aquos,650G/770G/780G,32mm,15.5g,5.0,http://bakucolle.com/archives/8452213.html
GundalianInvaders,≪若,Aranaut,Ventus,700G,32mm,15.5g,5.0,http://bakucolle.com/archives/8467082.html
GundalianInvaders,泣祉≪若,Subterra Aranaut,Subterra,740G,32mm,15.5g,5.0,http://bakucolle.com/archives/8492218.html
GundalianInvaders,祉≪若,Haos Aranaut,Haos,680G/770G/800G,32mm,15.0g,5.0,http://bakucolle.com/archives/8654998.html
GundalianInvaders,祉≪若,Haos Aranaut,Haos,740G,32mm,15.5g,7.0,http://bakucolle.com/archives/8657887.html
GundalianInvaders,≪若,Aranaut,Darkus,720G,32mm,15.5g,5.0,http://bakucolle.com/archives/15921759.html
GundalianInvaders,≪若,Aranaut,Darkus,810G,32mm,,7.0,http://bakucolle.com/archives/6722689.html
GundalianInvaders,ゃ潟,Linehalt,Pyrus,520G,32mm,14.5g,3.0,http://bakucolle.com/archives/8424314.html
GundalianInvaders,ゃ潟,Linehalt,Subterra,560G,32mm,14.5g,3.0,http://bakucolle.com/archives/8491995.html
GundalianInvaders,ゃ潟,Linehalt,Darkus,560G,32mm,14.5g,3.0,http://bakucolle.com/archives/8533426.html
GundalianInvaders,眼＜祉ゃ潟,Pyrus Linehalt,Pyrus,670G/850G,32mm,14.5g,5.0,http://bakucolle.com/archives/8424391.html
GundalianInvaders,ゃ潟,Linehalt,Aquos,870G/880G,32mm,14.5g,5.0,http://bakucolle.com/archives/12680876.html
GundalianInvaders,≪≪祉ゃ潟,Aquos Linehalt,Aquos,880G,32mm,14.5g,7.0,http://bakucolle.com/archives/26545088.html
GundalianInvaders,若ｃ鴻祉ゃ潟,Ventus Linehalt,Ventus,800G,32mm,14.5g,5.0,http://bakucolle.com/archives/26545054.html
GundalianInvaders,ゃ潟,Linehalt,Ventus,800G,32mm,14.5g,7.0,http://bakucolle.com/archives/8469031.html
GundalianInvaders,泣祉ゃ潟,Subterra Linehalt,Subterra,640G/680G/730G/800G,32mm,14.5g,5.0,http://bakucolle.com/archives/8493195.html
GundalianInvaders,ゃ潟,Linehalt,Haos,Unknown,32mm,14.5g,7.0,http://bakucolle.com/archives/25036589.html
GundalianInvaders,若潟祉ゃ潟,Darkus Linehalt,Darkus,750G/800G,32mm,14.5g,5.0,http://bakucolle.com/archives/8536959.html
GundalianInvaders,＜潟,Lumagrowl,Haos,560G,32mm,14.0g,3.0,http://bakucolle.com/archives/8666334.html
GundalianInvaders,眼＜祉＜潟,Pyrus Lumagrowl,Pyrus,650G/760G/800G,32mm,14.0g,5.0,http://bakucolle.com/archives/8425776.html
GundalianInvaders,≪≪祉＜潟,Aquos Lumagrowl,Aquos,600G/730G,32mm,14.0g,5.0,http://bakucolle.com/archives/8452694.html
GundalianInvaders,＜潟,Lumagrowl,Ventus,780G,32mm,14.0g,5.0,http://bakucolle.com/archives/8467651.html
GundalianInvaders,若ｃ鴻祉＜潟,Ventus Lumagrowl,Ventus,730G,32mm,14.5g,6.0,http://bakucolle.com/archives/29649431.html
GundalianInvaders,祉＜潟,Haos Lumagrowl,Haos,700G,32mm,14.5g,5.0,http://bakucolle.com/archives/8656026.html
GundalianInvaders,＜潟,Lumagrowl,Darkus,700G,32mm,14.0g,6.0,http://bakucolle.com/archives/8543310.html
GundalianInvaders,＜潟,Lumagrowl,Clear,700G,32mm,15.0g,7.0,http://bakucolle.com/archives/8657284.html
GundalianInvaders,,Krakix,Pyrus,540G/560G,32mm,14.0g,3.0,http://bakucolle.com/archives/8425287.html
GundalianInvaders,眼＜祉,Pyrus Krakix,Pyrus,740G/780G,32mm,14.0g,5.0,http://bakucolle.com/archives/19417996.html
GundalianInvaders,,Krakix,Pyrus,790G,32mm,14.0g,7.0,http://bakucolle.com/archives/14734560.html
GundalianInvaders,,Krakix,Aquos,Unknown,32mm,14.5g,6.0,http://bakucolle.com/archives/25527683.html
GundalianInvaders,,Krakix,Ventus,620G,32mm,14.0g,5.0,http://bakucolle.com/archives/8467264.html
GundalianInvaders,,Krakix,Haos,750G/800G,32mm,14.5g,5.0,http://bakucolle.com/archives/8656148.html
GundalianInvaders,,Krakix,Clear,820G,32mm,14.5g,7.0,http://bakucolle.com/archives/8656757.html
GundalianInvaders,ゃ,Strikeflier,Ventus,540G,32mm,13.5g,3.0,http://bakucolle.com/archives/8466447.html
GundalianInvaders,ゃ,Strikeflier,Pyrus,750G,32mm,13.5g,5.0,http://bakucolle.com/archives/8425880.html
GundalianInvaders,ゃ,Strikeflier,Pyrus,Unknown,32mm,13.5g,7.0,http://bakucolle.com/archives/25343176.html
GundalianInvaders,ゃ,Strikeflier,Aquos,650G,32mm,13.5g,5.0,http://bakucolle.com/archives/8451095.html
GundalianInvaders,若ｃ鴻祉ゃ,Ventus Strikeflier,Ventus,660G/780G,32mm,13.5g,5.0,http://bakucolle.com/archives/8467895.html
GundalianInvaders,ゃ,Strikeflier,Subterra,630G/730G,32mm,13.5g,5.0,http://bakucolle.com/archives/25147757.html
GundalianInvaders,祉ゃ,Haos Strikeflier,Haos,630G/780G,32mm,13.5g,5.0,http://bakucolle.com/archives/12236456.html
GundalianInvaders,ゃ,Strikeflier,Haos,770G,32mm,13.5g,7.0,http://bakucolle.com/archives/6715998.html
GundalianInvaders,ゃ,Strikeflier,Darkus,730G/770G,32mm,13.5g,5.0,http://bakucolle.com/archives/8536864.html
GundalianInvaders,ゃ,Strikeflier,Clear,780G,32mm,14.0g,8.0,http://bakucolle.com/archives/27385303.html
GundalianInvaders,≪≪祉冴,Aquos Lithirus,Aquos,540G,32mm,13.5g,3.0,http://bakucolle.com/archives/8449565.html
GundalianInvaders,冴,Lithirus,Aquos,Unknown,32mm,13.5g,7.0,http://bakucolle.com/archives/25042808.html
GundalianInvaders,眼＜祉冴,Pyrus Lythirus,Pyrus,720G/800G,32mm,14.0g,5.0,http://bakucolle.com/archives/14735471.html
GundalianInvaders,冴,Lythirus,Pyrus,Unknown,32mm,14.0g,7.0,http://bakucolle.com/archives/25343191.html
GundalianInvaders,≪≪祉冴,Aquos Lythirus,Aquos,650G/800G/850G,32mm,14.0g,5.0,http://bakucolle.com/archives/25147908.html
GundalianInvaders,冴,Lythirus,Aquos,850G,32mm,14.5g,8.0,http://bakucolle.com/archives/8597017.html
GundalianInvaders,冴,Lythirus,Ventus,800G,32mm,13.5g,5.0,http://bakucolle.com/archives/8467476.html
GundalianInvaders,泣祉冴,Subterra Lythirus,Subterra,840G,32mm,14.0g,5.0,http://bakucolle.com/archives/14735437.html
GundalianInvaders,若潟祉冴,Darkus Lythirus,Darkus,640G,32mm,14.0g,5.0,http://bakucolle.com/archives/27385381.html
GundalianInvaders,ｃ,Sabator,Subterra,560G,32mm,13.5g,3.0,http://bakucolle.com/archives/8491859.html
GundalianInvaders,ｃ,Sabator,Clear,540G,32mm,16.0g,5.0,http://bakucolle.com/archives/8653939.html
GundalianInvaders,ｃ,Sabator,Pyrus,770G/1100G,32mm,15.5g,7.0,http://bakucolle.com/archives/8427325.html
GundalianInvaders,ｃ,Sabator,Aquos,Unknown,32mm,15.5g,7.0,http://bakucolle.com/archives/25527556.html
GundalianInvaders,ｃ,Sabator,Ventus,800G,32mm,15.5g,5.0,http://bakucolle.com/archives/8468958.html
GundalianInvaders,泣祉ｃ,Subterra Sabator,Subterra,650G/740G/750G/800G/830G/1200G,32mm,15.5g,5.0,http://bakucolle.com/archives/8492083.html
GundalianInvaders,ｃ,Sabator,Haos,650G,32mm,15.0g,6.0,http://bakucolle.com/archives/8654907.html
GundalianInvaders,ｃ,Sabator,Clear,Unknown,32mm,15.5g,8.0,http://bakucolle.com/archives/25042241.html
GundalianInvaders,眼＜祉≪ゃ,Pyrus Rubanoid,Pyrus,520G/540G/560G/580G,32mm,13.5g,3.0,http://bakucolle.com/archives/8425162.html
GundalianInvaders,≪ゃ,Rubanoid,Haos,580G,32mm,13.0g,3.0,http://bakucolle.com/archives/8654014.html
GundalianInvaders,眼＜祉≪ゃ,Pyrus Rubanoid,Pyrus,750G,32mm,12.5g,5.0,http://bakucolle.com/archives/29212036.html
GundalianInvaders,≪≪祉≪ゃ,Aquos Rubanoid,Aquos,Unknown,32mm,g,5.0,http://bakucolle.com/archives/29211927.html
GundalianInvaders,≪≪祉≪ゃ,Aquos Rubanoid,Aquos,Unknown,32mm,13.0g,7.0,http://bakucolle.com/archives/26570011.html
GundalianInvaders,≪≪祉≪ゃ,Aquos Rubanoid,Aquos,890G,32mm,12.5g,7.0,http://bakucolle.com/archives/27385805.html
GundalianInvaders,≪ゃ,Rubanoid,Ventus,780G,32mm,12.5g,6.0,http://bakucolle.com/archives/14735054.html
GundalianInvaders,≪ゃ,Rubanoid,Ventus,Unknown,32mm,13.0g,8.0,http://bakucolle.com/archives/25045369.html
GundalianInvaders,泣祉≪ゃ,Subterra Rubanoid,Subterra,800G,32mm,12.5g,5.0,http://bakucolle.com/archives/27385521.html
GundalianInvaders,泣祉≪ゃ,Subterra Rubanoid,Subterra,800G,32mm,13.5g,7.0,http://bakucolle.com/archives/26570043.html
GundalianInvaders,祉≪ゃ,Haos Rubanoid,Haos,630G/740G/800G/900G,32mm,12.5g,6.0,http://bakucolle.com/archives/8654575.html
GundalianInvaders,若潟祉≪ゃ,Darkus Rubanoid,Darkus,690G\790G/920G,32mm,12.5g,6.0,http://bakucolle.com/archives/13241547.html
GundalianInvaders,≪ゃ,Rubanoid,Darkus,850G,32mm,14.0g,6.0,http://bakucolle.com/archives/8543548.html
GundalianInvaders,眼＜祉,Pyrus Phosphos,Pyrus,540G,32mm,15.0g,3.0,http://bakucolle.com/archives/29366451.html
GundalianInvaders,,Phosphos,Aquos,540G,32mm,14.5g,3.0,http://bakucolle.com/archives/8449771.html
GundalianInvaders,,Phosphos,Ventus,500G,32mm,14.5g,3.0,http://bakucolle.com/archives/8466130.html
GundalianInvaders,,Phosphos,Haos,500G,32mm,15.0g,3.0,http://bakucolle.com/archives/8653805.html
GundalianInvaders,若ｃ鴻祉,Ventus Phosphos,Ventus,670G+(80G)750G,32mm,14.5g,5.0,http://bakucolle.com/archives/8468077.html
GundalianInvaders,,Phosphos,Subterra,700G,32mm,14.5g,5.0,http://bakucolle.com/archives/8493264.html
GundalianInvaders,,Phosphos,Haos,780G,32mm,14.5g,5.0,http://bakucolle.com/archives/15922333.html
GundalianInvaders,潟潟鴻帥,Contestir,Haos,540G,32mm,15.0g,3.0,http://bakucolle.com/archives/8653753.html
GundalianInvaders,潟潟鴻帥,Contestir,Pyrus,850G,32mm,15.5g,5.0,http://bakucolle.com/archives/13241472.html
GundalianInvaders,≪≪祉潟潟鴻帥,Aquos Contestir,Aquos,770G,32mm,15.5g,6.0,http://bakucolle.com/archives/29366561.html
GundalianInvaders,≪≪祉潟潟鴻帥,Aquos Contestir,Aquos,860G,32mm,15.5g,7.0,http://bakucolle.com/archives/6723301.html
GundalianInvaders,若ｃ鴻祉潟潟鴻帥,Ventus Contestir,Ventus,670G/910G,32mm,15.5g,5.0,http://bakucolle.com/archives/8467797.html
GundalianInvaders,潟潟鴻帥,Contestir,Subterra,750G/910G,32mm,15.5g,5.0,http://bakucolle.com/archives/14735254.html
GundalianInvaders,祉潟潟鴻帥,Haos Contestir,Haos,Unknown,32mm,15.5g,4.0,http://bakucolle.com/archives/26570003.html
GundalianInvaders,潟潟鴻帥,Contestir,Haos,Unknown,32mm,15.5g,7.0,http://bakucolle.com/archives/25343201.html
GundalianInvaders,若潟祉潟潟鴻帥,Darkus Contestir,Darkus,630G,32mm,15.5g,5.0,http://bakucolle.com/archives/15921732.html
GundalianInvaders,ゃ眼ｃ,Avior,Pyrus,540G,32mm,13.5g,3.0,http://bakucolle.com/archives/8425074.html
GundalianInvaders,ゃ眼ｃ,Avior,Ventus,500G,32mm,13.5g,3.0,http://bakucolle.com/archives/8570019.html
GundalianInvaders,ゃ眼ｃ,Avior,Subterra,560G,32mm,13.5g,3.0,http://bakucolle.com/archives/8491779.html
GundalianInvaders,ゃ眼ｃ,Avior,Pyrus,630G,32mm,13.5g,5.0,http://bakucolle.com/archives/8569850.html
GundalianInvaders,ゃ眼ｃ,Avior,Pyrus,Unknown,32mm,13.5g,7.0,http://bakucolle.com/archives/25343074.html
GundalianInvaders,ゃ眼ｃ,Avior,Aquos,740G,32mm,13.5g,5.0,http://bakucolle.com/archives/8450821.html
GundalianInvaders,ゃ眼ｃ,Avior,Ventus,870G+30G,32mm,13.5g,5.0,http://bakucolle.com/archives/8467005.html
GundalianInvaders,ゃ眼ｃ,Avior,Subterra,780G,32mm,13.5g,5.0,http://bakucolle.com/archives/8492190.html
GundalianInvaders,泣祉ゃ眼ｃ,Subterra Avior,Subterra,800G,32mm,,7.0,http://bakucolle.com/archives/6722959.html
GundalianInvaders,祉ゃ眼ｃ,Haos Avior,Haos,600G,32mm,13.5g,5.0,http://bakucolle.com/archives/27385288.html
GundalianInvaders,若潟祉ゃ眼ｃ,Darkus Avior,Darkus,710G/790G800G+(80G),32mm,13.5g,5.0,http://bakucolle.com/archives/14735340.html
GundalianInvaders,ゃ眼ｃ,Avior,Clear,800G,32mm,14.0g,7.0,http://bakucolle.com/archives/8657672.html
GundalianInvaders,若ｃ鴻祉激,Ventus Plitheon,Ventus,520G/540G,32mm,14.5g,8.0,http://bakucolle.com/archives/8465837.html
GundalianInvaders,眼＜祉激,Pyrus Plitheon,Pyrus,770G,32mm,14.5g,6.0,http://bakucolle.com/archives/27385479.html
GundalianInvaders,≪≪祉激,Aquos Plitheon,Aquos,840G,32mm,14.5g,9.0,http://bakucolle.com/archives/29366762.html
GundalianInvaders,泣祉激,Subterra Plitheon,Subterra,650G,32mm,14.5g,6.0,http://bakucolle.com/archives/27561208.html
GundalianInvaders,祉激,Haos Plitheon,Haos,840G,32mm,14.5g,6.0,http://bakucolle.com/archives/8655805.html
GundalianInvaders,若潟祉激,Darkus Plitheon,Darkus,820G,32mm,14.5g,7.0,http://bakucolle.com/archives/27385498.html
GundalianInvaders,鴻帥,Luxtor,Ventus,520G,32mm,15.0g,3.0,http://bakucolle.com/archives/8465989.html
GundalianInvaders,鴻帥,Luxtor,Pyrus,30G+720G,32mm,15.0g,7.0,http://bakucolle.com/archives/8427495.html
GundalianInvaders,≪≪祉鴻帥,Aquos Luxtor,Aquos,840G+(50G)750G,32mm,15.0g,5.0,http://bakucolle.com/archives/8452109.html
GundalianInvaders,若ｃ鴻祉鴻帥,Ventus Luxtor,Ventus,660G/820G,32mm,15.0g,5.0,http://bakucolle.com/archives/8469194.html
GundalianInvaders,鴻帥,Luxtor,Haos,700G,32mm,15.0g,5.0,http://bakucolle.com/archives/8656095.html
GundalianInvaders,若潟祉鴻帥,Darkus Luxtor,Darkus,720G/800G,32mm,15.0g,5.0,http://bakucolle.com/archives/8569891.html
GundalianInvaders,＜潟眼ゃ,Fangoid,Pyrus,520G,32mm,13.5g,3.0,http://bakucolle.com/archives/8424901.html
GundalianInvaders,＜潟眼ゃ,Fangoid,Subterra,520G,32mm,13.5g,3.0,http://bakucolle.com/archives/8493075.html
GundalianInvaders,＜潟眼ゃ,Fangoid,Darkus,560G,32mm,13.5g,3.0,http://bakucolle.com/archives/8533670.html
GundalianInvaders,＜潟眼ゃ,Fangoid,Ventus,850G,32mm,14.0g,5.0,http://bakucolle.com/archives/8656511.html
GundalianInvaders,泣祉＜潟眼ゃ,Subterra Fangoid,Subterra,690G,32mm,14.0g,5.0,http://bakucolle.com/archives/29366480.html
GundalianInvaders,祉＜潟眼ゃ,Haos Fangoid,Haos,800G,32mm,14.0g,5.0,http://bakucolle.com/archives/29366496.html
GundalianInvaders,若潟祉＜潟眼ゃ,Darkus Fangoid,Darkus,660G,32mm,14.0g,5.0,http://bakucolle.com/archives/12680805.html
GundalianInvaders,違,Gren,Aquos,540G,32mm,13.0g,3.0,http://bakucolle.com/archives/8448336.html
GundalianInvaders,違,Gren,Pyrus,Unknown,32mm,13.5g,6.0,http://bakucolle.com/archives/25036422.html
GundalianInvaders,違,Gren,Aquos,1100G,32mm,13.5g,6.0,http://bakucolle.com/archives/25025937.html
GundalianInvaders,違,Gren,Subterra,1300G,32mm,13.5g,6.0,http://bakucolle.com/archives/8492863.html
GundalianInvaders,鴻障ゃ,Snapzoid,Pyrus,540G,32mm,13.5g,3.0,http://bakucolle.com/archives/8419751.html
GundalianInvaders,眼＜祉鴻障ゃ,Pyrus Snapzoid,Pyrus,670G/730G,32mm,13.5g,5.0,http://bakucolle.com/archives/8419826.html
GundalianInvaders,≪≪祉鴻障ゃ,Aquos Snapzoid,Aquos,660G/700G/780G/800G,32mm,13.5g,5.0,http://bakucolle.com/archives/8450716.html
GundalianInvaders,鴻障ゃ,Snapzoid,Ventus,700G,32mm,13.5g,5.0,http://bakucolle.com/archives/14735296.html
GundalianInvaders,鴻障ゃ,Snapzoid,Subterra,720G/790G,32mm,13.5g,5.0,http://bakucolle.com/archives/8492580.html
GundalianInvaders,鴻障ゃ,Snapzoid,Darkus,770G,32mm,13.5g,5.0,http://bakucolle.com/archives/8544535.html
GundalianInvaders,鴻障ゃ,Snapzoid,Darkus,770G,32mm,14.0g,8.0,http://bakucolle.com/archives/25026951.html
GundalianInvaders,鴻障ゃ,Snapzoid,Clear,810G,32mm,14.0g,9.0,http://bakucolle.com/archives/29649666.html
GundalianInvaders,眼＜祉鴻,Pyrus Spidaro,Pyrus,540G,32mm,14.0g,3.0,http://bakucolle.com/archives/8417675.html
GundalianInvaders,若ｃ鴻祉鴻,Ventus Spidaro,Ventus,Unknown,32mm,14.0g,8.0,http://bakucolle.com/archives/29366701.html
GundalianInvaders,泣祉鴻,Subterra Spidaro,Subterra,850G/900G,32mm,14.5g,5.0,http://bakucolle.com/archives/8492637.html
GundalianInvaders,祉鴻,Haos Spidaro,Haos,770G,32mm,14.0g,6.0,http://bakucolle.com/archives/29649347.html
GundalianInvaders,鴻,Spidaro,Darkus,800G,32mm,14.5g,5.0,http://bakucolle.com/archives/8544100.html
GundalianInvaders,≪≪祉吾с,Aquos Jetro,Aquos,220G/830G,32mm,16.5g,6.0,http://bakucolle.com/archives/28479827.html
GundalianInvaders,吾с,Jetro,Aquos,Unknown,32mm,16.5g,6.0,http://bakucolle.com/archives/25042365.html
GundalianInvaders,若ｃ鴻祉吾с,Ventus Jetro,Ventus,750G,32mm,16.5g,6.0,http://bakucolle.com/archives/12899584.html
